/home/bugra/anaconda3/envs/bugra/lib/python3.9/site-packages/scipy/__init__.py:146: UserWarning: A NumPy version >=1.16.5 and <1.23.0 is required for this version of SciPy (detected version 1.24.2
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
DIRECTORY ALREADY EXISTS, continuing
[-38 -37 -36 -35 -34 -26 -25 -24 -23 -22 -14 -13 -12 -11 -10  -2  -1]
Creating input and output tensors...
Creating handle...
Loading data to memory...
Model initializing: Training starting...
Epoch: 0, Train Loss: 0.080726, Val Loss: 0.068097, Time: 318.56
Epoch: 1, Train Loss: 0.075102, Val Loss: 0.081233, Time: 314.03
Epoch: 2, Train Loss: 0.074301, Val Loss: 0.069310, Time: 313.84
Epoch: 3, Train Loss: 0.073147, Val Loss: 0.091369, Time: 312.75
Epoch: 4, Train Loss: 0.072819, Val Loss: 0.074274, Time: 312.21
Epoch: 5, Train Loss: 0.072694, Val Loss: 0.071580, Time: 311.97
Epoch: 6, Train Loss: 0.072413, Val Loss: 0.083051, Time: 311.31
Epoch: 7, Train Loss: 0.072324, Val Loss: 0.069172, Time: 311.21
Epoch: 8, Train Loss: 0.072030, Val Loss: 0.207532, Time: 310.99
Epoch: 9, Train Loss: 0.071819, Val Loss: 0.352502, Time: 310.76
Epoch: 10, Train Loss: 0.071650, Val Loss: 0.094063, Time: 310.02
Epoch: 11, Train Loss: 0.071662, Val Loss: 0.065695, Time: 310.46
Epoch: 12, Train Loss: 0.071489, Val Loss: 0.066270, Time: 309.67
Epoch: 13, Train Loss: 0.071420, Val Loss: 0.683852, Time: 310.39
Epoch: 14, Train Loss: 0.071545, Val Loss: 0.080693, Time: 310.21
Epoch: 15, Train Loss: 0.071715, Val Loss: 0.068508, Time: 310.29
Epoch: 16, Train Loss: 0.071938, Val Loss: 0.070742, Time: 309.53
Epoch: 17, Train Loss: 0.071052, Val Loss: 0.098937, Time: 309.84
Epoch: 18, Train Loss: 0.071401, Val Loss: 0.072786, Time: 310.90
Epoch: 19, Train Loss: 0.071450, Val Loss: 0.073048, Time: 311.20
Epoch: 20, Train Loss: 0.071450, Val Loss: 0.068167, Time: 310.92
Epoch: 21, Train Loss: 0.071354, Val Loss: 0.069706, Time: 311.79
Epoch: 22, Train Loss: 0.070680, Val Loss: 0.081890, Time: 312.22
Epoch: 23, Train Loss: 0.070934, Val Loss: 0.063491, Time: 312.03
Epoch: 24, Train Loss: 0.071547, Val Loss: 0.066105, Time: 311.98
Epoch: 25, Train Loss: 0.070819, Val Loss: 0.066132, Time: 311.96
Epoch: 26, Train Loss: 0.070992, Val Loss: 0.066549, Time: 312.03
Epoch: 27, Train Loss: 0.070702, Val Loss: 0.073456, Time: 312.18
Epoch: 28, Train Loss: 0.070640, Val Loss: 0.072809, Time: 311.77
Epoch: 29, Train Loss: 0.071044, Val Loss: 0.065111, Time: 311.19
Epoch: 30, Train Loss: 0.070485, Val Loss: 0.066839, Time: 311.12
Epoch: 31, Train Loss: 0.070668, Val Loss: 0.069973, Time: 310.66
